Lemma;Descriptor;OlfN;TotalN;logFreq;Tokens;Categorization;Domain;OAI;OSI;Termhood;OAIquantile;THquantile;Concreteness;Imageability;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;DominantModality;Arousal;Dominance;Valence
EFFERVESCENT;effervescent;146;331;4.983606622;['effervescent_JJ', 'effervescent_NN'];Abstract;Abstract;-1.180862848;13.22628846;514.7687051;0.847796518;0.918117519;2.67;;1.764705882;1.470588235;1.176470588;1.058823529;0.352941176;2.764705882;Visual;;;
ELEGANT;elegance;208;2875;5.33753808;['elegance_NN'];Positive;Evaluative;-3.788906523;12.7156733;371.0751564;0.714091404;0.900843308;2.18;538;2.166666667;1;1.611111111;1.222222222;0.944444444;4.333333333;Visual;4.24;6.26;6.91
ELEGANT;elegant;1631;11889;7.396948603;['elegant_JJ', 'elegant_NN'];Positive;Evaluative;-2.865798686;9.744571955;3920.797988;0.770266594;0.982589771;2.31;509.4;1.5;0.8125;0.8125;0.9375;0.6875;3.9375;Visual;4.43;5.95;7
ELEMI;elemi;119;4;4.779123493;['elemi_NN', 'elemi_JJ'];Source;Source;4.894817763;13.52129526;910.9764565;0.986398259;0.942872688;;;;;;;;;;;;
ENCHANTING;enchanted;43;1285;3.761200116;['enchanted_NN', 'enchanted_JJ'];Effect;Evaluative;-4.901287889;14.98984827;40.83520239;0.633025027;0.673966268;2.07;;1.1;0.1;0.1;1.2;0.05;1.75;Visual;5.27;6;7.16
ENCHANTING;enchanting;122;393;4.804021045;['enchanting_JJ'];Effect;Evaluative;-1.687648165;13.48537568;386.8207033;0.825897715;0.904515778;2.07;;1.882352941;0;0.294117647;0.705882353;0;2.235294118;Visual;5.56;5.5;6.8
ENJOYABLE;enjoyable;733;5526;6.597145702;['enjoyable_JJ', 'enjoyable_NN'];Positive;Evaluative;-2.914350459;10.89844363;1744.317159;0.767002176;0.963819369;2.04;;2.894736842;1.473684211;2;3.789473684;1.368421053;3.263157895;Interoceptive;4.77;7;7.63
ENJOYABLE;enjoyment;71;5692;4.262679877;['enjoyment_NN'];Positive;Evaluative;-6.324972827;14.2663659;0.631856839;0.50367247;0.514553863;2.17;389.7;2.409090909;1.409090909;1.363636364;4.409090909;1.045454545;2.772727273;Interoceptive;5.48;6.56;8.37
ETHEREAL;ethereal;212;1342;5.356586275;['ethereal_JJ', 'ethereal_NN'];Source;Source;-2.662248502;12.68819257;545.2643783;0.781147987;0.921653972;;;;;;;;;;;;
EUCALYPTUS;eucalyptus;256;1020;5.545177444;['eucalyptus_NN', 'eucalyptus_JJ'];Source;Source;-1.994353437;12.41611302;776.8158032;0.811479869;0.936343852;4.77;;0.0625;2;2;0.25;3.1875;3.25;Visual;3.1;5.57;6.05
EVERYDAY;everyday;825;18314;6.715383386;['everyday_JJ', 'everyday_NN'];Abstract;Abstract;-4.472408998;10.72786271;1069.523324;0.668117519;0.948857454;2.43;;2.222222222;1.111111111;1.333333333;2;1.444444444;2.833333333;Visual;3.14;5.96;5.47
EVOCATIVE;evocative;324;1594;5.780743516;['evocative_JJ'];Effect;Evaluative;-2.298585911;12.07626302;912.8117634;0.797742111;0.943008705;1.42;;2.133333333;0.8;0.8;2.2;0.8;2.6;Visual;;;
EXCELLENT;excellence;49;8486;3.891820298;['excellence_NN'];Positive;Evaluative;-7.436159119;14.80140318;-38.8139733;0.385745375;0.288084875;2.2;403.55;1.277777778;0.166666667;0.111111111;2.611111111;0.166666667;2.777777778;Visual;5.3;7.4;7.87
EXCELLENT;excellent;2805;41617;7.939158818;['excellent_JJ', 'excellent_NN'];Positive;Evaluative;-3.891100295;8.962327966;4761.203166;0.706882481;0.985990207;2.11;271.9;2;1.611111111;1.777777778;1.944444444;1.611111111;3.333333333;Visual;5.15;7.22;7.56
EXOTIC;exotic;843;10982;6.736966958;['exotic_JJ', 'exotic_NN'];Abstract;Abstract;-3.703464375;10.6967242;1535.87502;0.721164309;0.960690968;2.11;;1.235294118;1.235294118;0.705882353;1.470588235;1.117647059;3.058823529;Visual;6.9;5.65;7.55
EXPENSIVE;expensive;1523;49033;7.328437353;['expensive_JJ', 'expensive_NN'];Abstract;Abstract;-5.008765186;9.843412795;1401.575583;0.624727965;0.957426551;3.13;408.6;1.388888889;0.888888889;1.555555556;0.666666667;0.666666667;3.777777778;Visual;6.1;6.21;3.36
EXQUISITE;exquisite;288;3996;5.66296048;['exquisite_JJ', 'exquisite_NN'];Positive;Evaluative;-3.794415866;12.24618802;511.3296727;0.713139282;0.917709467;1.78;290.9;0.833333333;0.777777778;0.777777778;1.222222222;0.722222222;3.833333333;Visual;4.59;6.55;7.53
FAINT;faint;1549;11287;7.34536484;['faint_NN', 'faint_JJ'];Weak;Evaluative;-2.86525303;9.818991593;3733.648423;0.770402612;0.981501632;3.74;454.3;0.9;0;0.45;2.85;0.15;3;Visual;3.74;3.5;4
FAINT;fainter;27;913;3.295836866;['fainter_NN'];Weak;Evaluative;-5.079583548;15.66122552;21.80988533;0.618471164;0.616158868;3.68;;0.944444444;0.055555556;0.166666667;1;0.055555556;3.111111111;Visual;;;
FAINT;faintly;25;7;3.218875825;['faintly_JJ'];Weak;Evaluative;1.836501268;15.77225683;152.9890228;0.923014146;0.827257889;2.11;;1.105263158;0.315789474;0.526315789;1.473684211;0.526315789;2;Visual;;;
FAMILIAR;familiar;1118;52515;7.019296654;['familiar_JJ'];Familiar;Evaluative;-5.553737469;10.28940855;606.8104466;0.576441785;0.926550598;2.03;446;2.555555556;1.833333333;2;2;1.833333333;3;Visual;2.5;7.21;6.19
FAMILIAR;familiarity;32;4466;3.465735903;['familiarity_NN'];Familiar;Evaluative;-7.124767536;15.41611302;-18.53741547;0.417981502;0.399619151;2.14;;2.736842105;1.947368421;2.157894737;3.263157895;2.210526316;3.526315789;Visual;2.67;6.62;6.8
FANTASTIC;fantastic;1509;22573;7.319202459;['fantastic_JJ', 'fantastic_NN'];Positive;Evaluative;-3.902933458;9.856735931;2550.548517;0.705930359;0.972796518;1.78;325.7;1.722222222;1;0.388888889;1.888888889;0.388888889;2.166666667;Visual;6.4;7.21;8.36
FAVORITE;favorite;3154;94568;8.056426768;['favorite_JJ', 'favorite_NN'];Positive;Evaluative;-4.906097521;8.793146077;3128.822599;0.632480958;0.977285092;2.71;;1.833333333;1.666666667;1.5;2.277777778;1.388888889;2.388888889;Visual;4.4;7;7.39
FAVORITE;favourite;1010;4872;6.91770561;['favourite_JJ', 'favourite_NN'];Positive;Evaluative;-2.27015884;10.43597344;2842.29815;0.798286181;0.975380849;;;;;;;;;;;;
FECAL;fecal;268;1533;5.590986981;['fecal_JJ', 'fecal_NN'];Source;Source;-2.516052791;12.35002383;715.3108729;0.788084875;0.933487486;3.93;;0.411764706;0;0.882352941;1.058823529;3.764705882;3.470588235;Olfactory;4.52;4.2;2.4
FEMININE;femenine;23;4;3.135494216;['femenine_NN', 'femenine_JJ'];Abstract;Abstract;2.523561956;15.89255107;128.9923799;0.936071817;0.811887922;;;;;;;;;;;;
FEMININE;femine;15;13;2.708050201;['femine_JJ', 'femine_NN'];Abstract;Abstract;0.206450877;16.50922243;58.97313853;0.890914037;0.717083787;;;;;;;;;;;;
FEMININE;feminin;40;22;3.688879454;['feminin_JJ', 'feminin_NN'];Abstract;Abstract;0.862496476;15.09418493;209.62752;0.903699674;0.858813928;;;;;;;;;;;;
FEMININE;feminine;2732;7460;7.912789221;['feminine_JJ', 'feminine_NN'];Abstract;Abstract;-1.449218147;9.000371253;9264.905259;0.835826986;0.991838955;2.41;;2.944444444;0.833333333;2.166666667;1.777777778;2.5;3.888888889;Visual;4.32;5.09;7.33
FEMININE;femininity;76;1876;4.33073334;['femininity_NN', 'femininity_JJ'];Abstract;Abstract;-4.625516599;14.16818551;92.59618979;0.656692057;0.775163221;2.17;;2.263157895;0.263157895;1.315789474;1.894736842;1.105263158;4.052631579;Visual;4.48;5.86;6.25
FIG;fig;1230;26230;7.114769448;['fig_NN', 'fig_JJ'];Source;Source;-4.414487587;10.15167042;1637.421098;0.671245919;0.96273123;4.97;;0.0625;3.9375;2.125;0.3125;1.5625;3.25;Gustatory;4.22;6.05;5.23
FIG;figgy;64;142;4.158883083;['figgy_JJ', 'figgy_NN'];Source;Source;-1.14974712;14.41611302;237.3591299;0.84874864;0.869423286;;;;;;;;;;;;
FIZZY;fizz;36;432;3.583518938;['fizz_NN', 'fizz_JJ'];Abstract;Abstract;-3.584962501;15.24618802;72.51873556;0.728645267;0.746463547;4.62;;3.8125;2.625;1.8125;1.6875;1.375;3.5;Auditory;4.57;5.94;5.38
FIZZY;fizzy;287;317;5.659482216;['fizzy_JJ', 'fizzy_NN'];Abstract;Abstract;-0.143432103;12.2512061;1223.754338;0.881120783;0.95429815;3.68;538.7;2.95;3.3;2.5;1.4;0.25;2.6;Gustatory;;;
FLEETING;fleeting;382;3243;5.945420609;['fleeting_JJ', 'fleeting_NN'];Abstract;Abstract;-3.08568448;11.83868419;856.6951534;0.758841132;0.940016322;2.31;;2.125;0.4375;0.4375;1.5625;0.375;3;Visual;;;
FLORAL;floral;16237;3887;9.695047868;['floral_JJ', 'floral_NN'];Category;Abstract;2.062556087;6.429115542;94558.87473;0.927774755;0.999863983;3.75;;0.388888889;0.5;2.055555556;0.666666667;3.111111111;3.388888889;Visual;2.73;5.15;7.42
FLORAL;florals;11;4;2.397895273;['florals_NN'];Category;Abstract;1.459431619;16.9566814;48.64405805;0.914853101;0.69382481;;;;;;;;;;;;
FLOWERY;flower;3031;47374;8.016647877;['flower_NN'];Category;Abstract;-3.966229733;8.850534885;4980.019703;0.701713819;0.986670294;5;400.2666667;0.277777778;1.166666667;3.333333333;1;4.388888889;4.277777778;Olfactory;3.67;6.43;7.3
FLOWERY;flowers;20;1551;2.995732274;['flowers_NN'];Category;Abstract;-6.277054876;16.09418493;0.932173837;0.509793254;0.516322089;;;;;;;;;;;;
FLOWERY;flowery;942;860;6.848005275;['flowery_NN', 'flowery_JJ'];Category;Abstract;0.1313904;10.53652977;4215.305274;0.889417845;0.983405876;2.68;;0.235294118;0.411764706;1.411764706;0.058823529;3.588235294;4.058823529;Visual;3.81;5.57;7.47
FOODY;food;260;254320;5.560681631;['food_NN', 'food_JJ'];Category;Abstract;-9.933917583;12.39374521;-653.0016047;0.131528836;0.019722524;4.8;650;1.578947368;4.578947368;3.578947368;1.368421053;4.105263158;4.105263158;Gustatory;4.69;6.08;7.52
FOODY;foody;186;36;5.225746674;['foody_NN', 'foody_JJ'];Category;Abstract;2.36923381;12.87695421;1110.536078;0.932807399;0.95062568;;;;;;;;;;;;
FOUGERE;fougere;565;7;6.336825731;['fougere_JJ', 'fougere_NN'];Abstract;Abstract;6.334752135;11.27400596;4980.647076;0.995647443;0.986806311;;;;;;;;;;;;
FOUGERE;fougére;45;1;3.80666249;['fougére_NN', 'fougére_JJ'];Abstract;Abstract;5.491853096;14.92425993;385.3979751;0.991838955;0.903563656;;;;;;;;;;;;
FOUGERE;fougère;430;1;6.063785209;['fougère_NN', 'fougère_JJ'];Abstract;Abstract;8.74819285;11.66792017;4475.630084;0.999319913;0.98476605;;;;;;;;;;;;
FRANGIPANI;frangipani;105;90;4.65396035;['frangipani_NN', 'frangipani_JJ'];Source;Source;0.222392421;13.7018675;486.5766265;0.891322089;0.914717084;;;;;;;;;;;;
INCENSE;frankincense;637;265;6.456769656;['frankincense_NN'];Source;Source;1.265301013;11.10096346;3367.74359;0.911588683;0.979189336;4.71;;0.25;0.166666667;1.166666667;0.25;4.333333333;1.833333333;Olfactory;;;
FREESIA;freesia;302;110;5.710427017;['freesia_JJ', 'freesia_NN'];Source;Source;1.457045026;12.17770828;1620.972324;0.914717084;0.962323177;;;;;;;;;;;;
FRESH;fresh;12150;73740;9.405084449;['fresh_JJ', 'fresh_NN'];Abstract;Abstract;-2.601491103;6.847444328;31464.27003;0.784412405;0.998367791;1.97;408.8;0.705882353;4.176470588;2.588235294;1.647058824;4;3.470588235;Gustatory;2.35;6.28;6.67
FRESH;fresher;293;867;5.680172609;['fresher_JJ', 'fresher_NN'];Abstract;Abstract;-1.565131329;12.22135617;975.9862777;0.831610446;0.945184984;;;;;;;;;;;;
FRESH;freshness;698;1309;6.548219103;['freshness_NN', 'freshness_JJ'];Abstract;Abstract;-0.907166156;10.9690298;2620.088356;0.856773667;0.97374864;2.12;;1.157894737;2.578947368;1.947368421;1.052631579;3.368421053;2.947368421;Olfactory;4.1;6.29;7.43
FRUITY;fruit;2908;44779;7.975220839;['fruit_NN', 'fruit_JJ'];Category;Abstract;-3.944723136;8.910301468;4827.75026;0.702529924;0.986126224;4.81;;0.473684211;4.631578947;3.105263158;0.736842105;3.105263158;4.421052632;Gustatory;4.09;6.12;7
FRUITY;fruitier;59;2;4.077537444;['fruitier_NN'];Category;Abstract;4.882643049;14.53346997;443.3280274;0.986262242;0.911180631;;;;;;;;;;;;
FRUITY;fruitiness;185;46;5.220355825;['fruitiness_NN'];Category;Abstract;2.007819504;12.88473156;1081.796656;0.926958651;0.949673558;3.09;;0.388888889;4.277777778;1.388888889;0.833333333;3.166666667;2.555555556;Gustatory;;;
FRUITY;fruity;6688;1135;8.808070155;['fruity_NN', 'fruity_JJ'];Category;Abstract;2.55888255;7.70875389;41257.07381;0.937023939;0.999183896;2.69;;0.0625;4.25;0.4375;0.3125;2.875;1.75;Gustatory;5.26;6;6.71
GUAIAC;gaiac;59;3;4.077537444;['gaiac_JJ', 'gaiac_NN'];Source;Source;4.297680549;14.53346997;420.2165162;0.975788901;0.908732318;;;;;;;;;;;;
GUAIAC;gaïac;13;1;2.564949357;['gaïac_NN', 'gaïac_JJ'];Source;Source;3.700439718;16.7156733;104.3736568;0.961099021;0.789717084;;;;;;;;;;;;
GALBANUM;galbanum;546;1;6.302618976;['galbanum_NN', 'galbanum_JJ'];Source;Source;9.092757141;11.32335588;5818.576891;0.99945593;0.98843852;;;;;;;;;;;;
GARDENIA;gardenia;822;381;6.711740395;['gardenia_NN'];Category;Abstract;1.109347396;10.73311844;4233.033067;0.908188248;0.983677911;4.88;;0.75;0.8125;2.875;0.6875;3.125;3.75;Visual;;;
GARDENIA;gardenia__#__flower;13;1;2.564949357;['gardenia__#__flower_COLL'];Category;Abstract;3.700439718;16.7156733;68.82296352;0.961099021;0.73898259;;;;;;;;;;;;
GARDENIA;gardenias;14;129;2.63905733;['gardenias_NN', 'gardenias_JJ'];Category;Abstract;-3.203872333;16.6087581;26.07047223;0.750952122;0.631120783;;;;;;;;;;;;
GENTLE;gentle;952;15645;6.858565035;['gentle_JJ', 'gentle_NN'];Weak;Evaluative;-4.038596275;10.52129526;1520.630977;0.697089227;0.960282916;2.53;358.7;1.947368421;0.052631579;3.263157895;2.157894737;0.263157895;3.263157895;Visual;3.17;6.95;7.42
GENTLE;gentleness;12;869;2.48490665;['gentleness_NN'];Weak;Evaluative;-6.178249866;16.83115052;1.552011331;0.51945049;0.520266594;2.3;;2;0.2;3.65;2.55;0.3;2.45;Haptic;;;
GENTLE;gentler;27;1086;3.295836866;['gentler_JJ'];Weak;Evaluative;-5.329920886;15.66122552;17.47186983;0.596300326;0.599972797;;;;;;;;;;;;
GERANIUM;geranium;987;810;6.894670039;['geranium_NN'];Source;Source;0.285128177;10.46920675;4522.066266;0.892138194;0.98531012;4.76;;0.125;0.125;1.75;0.1875;2.1875;3.5625;Visual;;;
GINGER;ginger;1297;10488;7.167809184;['ginger_NN', 'ginger_JJ'];Source;Source;-3.015489206;10.07515026;2991.748446;0.761969532;0.976741023;4.92;359;1.25;3;1.9375;0.25;2.6875;3.625;Visual;4.43;5.47;5.79
GINGER;gingery;67;75;4.204692619;['gingery_NN', 'gingery_JJ'];Source;Source;-0.1627295;14.35002383;278.2324307;0.880712731;0.880712731;2.54;;0.0625;2.6875;0.6875;0.6875;1.5;1.875;Gustatory;;;
GIRLY;girly;225;537;5.416100402;['girly_JJ', 'girly_NN'];Abstract;Abstract;-1.254997087;12.60233183;799.8110589;0.843715996;0.937023939;2.46;533.3;2.833333333;0.111111111;0.833333333;1.888888889;0.944444444;4.111111111;Visual;4.45;5.65;5.32
GOOD;good;19960;1466239;9.90148555;['good_JJ', 'good_NN'];Positive;Evaluative;-6.198864754;6.131288922;1927.7064;0.517002176;0.966267682;1.64;276.9;2.529411765;1.882352941;1.941176471;2.764705882;2.058823529;3;Visual;3.66;6.41;7.89
GOOD;goodness;77;12265;4.343805422;['goodness_NN'];Positive;Evaluative;-7.315473073;14.14932648;-53.51500347;0.397986942;0.232725789;1.38;277.4;2.625;1.125;0.9375;3;1.3125;3.375;Visual;5.2;7.37;7.38
GORGEOUS;gorgeous;1382;13456;7.231287004;['gorgeous_JJ', 'gorgeous_NN'];Effect;Evaluative;-3.28342009;9.983571121;2922.013449;0.746463547;0.976196953;2.25;489.55;0.263157895;0.368421053;1.210526316;1.157894737;0.105263158;4.526315789;Visual;4.92;7.05;7.57
GRAPEFRUIT;grapefruit;1688;1873;7.431299675;['grapefruit_NN', 'grapefruit_JJ'];Source;Source;-0.150035996;9.695013833;7248.912607;0.880984766;0.989934712;4.96;;0.25;3.95;2.3;0.9;2.75;3.75;Gustatory;3.68;5.96;5.77
GRAPEFRUIT;grapefruity;23;7;3.135494216;['grapefruity_NN'];Source;Source;1.716207034;15.89255107;117.2404484;0.92070185;0.803182807;;;;;;;;;;;;
GRAPEFRUIT;grapefuit;12;5;2.48490665;['grapefuit_NN'];Source;Source;1.263034406;16.83115052;73.76268431;0.911180631;0.748503808;;;;;;;;;;;;
GRASSY;grass;444;34320;6.095824562;['grass_NN'];Source;Source;-6.272346066;11.62169716;20.35340467;0.509929271;0.611806311;4.93;677.4;0.739728597;0.57544869;3.420298918;0.438246514;3.032830967;4.411669064;Visual;3.39;5.67;6.47
GRASSY;grassy;687;2343;6.532334292;['grassy_NN', 'grassy_JJ'];Source;Source;-1.76997495;10.99194673;2169.012278;0.82140914;0.969124048;4.32;;0.625;0.625;3.0625;0.6875;2.625;4.125;Visual;3.09;5.68;6
GREAT;great;11067;672793;9.311722986;['great_JJ', 'great_NN'];Positive;Evaluative;-5.925826595;6.982136447;3162.647325;0.543797606;0.977557127;1.81;291.25;1.555555556;1.055555556;0.5;2.277777778;0.777777778;2.5;Visual;4.14;6.65;7.5
GREAT;greatness;19;5176;2.944438979;['greatness_NN'];Positive;Evaluative;-8.089694389;16.16818551;-20.6389253;0.312840044;0.389145811;1.69;;1.421052632;0.894736842;0.736842105;2.526315789;0.421052632;2.789473684;Visual;4.43;6.76;7.76
GREEN;green;11568;141144;9.355997944;['green_NN', 'green_JJ'];Abstract;Abstract;-3.608956439;6.918261185;21887.62209;0.727285092;0.996735582;4.07;500.425;0.263157895;0.157894737;0.052631579;0.157894737;0.105263158;4.473684211;Visual;4.07;5.64;6.29
GREEN;greener;83;544;4.418840608;['greener_NN', 'greener_JJ'];Abstract;Abstract;-2.71242341;14.04107359;203.5680489;0.777883569;0.855821545;3.5;;0.470588235;0.411764706;0.529411765;0.294117647;0.705882353;4.294117647;Visual;;;
GREEN;greenery;66;1111;4.189654742;['greenery_JJ', 'greenery_NN'];Abstract;Abstract;-4.073248982;14.3717189;100.4757363;0.694096844;0.786724701;4.34;;0.3;0.75;2.2;0.45;2.05;4.3;Visual;;;
GREEN;greeness;29;4;3.36729583;['greeness_NN', 'greeness_JJ'];Abstract;Abstract;2.857980995;15.55813203;197.6031728;0.942056583;0.854053319;;;;;;;;;;;;
GREEN;greenish;245;1060;5.501258211;['greenish_JJ', 'greenish_NN'];Abstract;Abstract;-2.11321061;12.47947508;723.3465274;0.805903156;0.933895539;3.1;;0.125;0;0;0.3125;0;3.75;Visual;;;
GREEN;greenness;107;181;4.672828834;['greenness_NN'];Abstract;Abstract;-0.758378901;13.67464604;406.1007542;0.862078346;0.907100109;2.96;;0.194444444;0.361111111;0.333333333;0.333333333;0.388888889;4.277777778;Visual;;;
GREEN;greeny;13;77;2.564949357;['greeny_NN'];Abstract;Abstract;-2.566346823;16.7156733;39.21657545;0.785772579;0.67070185;;;;;;;;;;;;
TEA;green__#__tea;464;1238;6.139884552;['green__#__tea_COLL'];Source;Source;-1.415814604;11.55813203;1038.379217;0.83718716;0.947225245;;;;;;;;;;;;
GUAIAC;guaiac;109;10;4.691347882;['guaiac_NN', 'guaiac_JJ'];Source;Source;3.44625623;13.6479287;752.8083511;0.950489663;0.935527748;;;;;;;;;;;;
HAIRSPRAY;hair__#__spray;24;345;3.17805383;['hair__#__spray_COLL'];Source;Source;-3.845490051;15.83115052;12.61023028;0.709874864;0.580386289;;;;;;;;;;;;
HAIRSPRAY;hairspray;181;563;5.198497031;['hairspray_NN', 'hairspray_JJ'];Source;Source;-1.637145225;12.91626713;596.307665;0.828482046;0.925870511;4.89;;1.722222222;0.555555556;1.777777778;0.388888889;3.055555556;2.666666667;Olfactory;2.65;6.74;5.21
HARSH;harsh;1124;16970;7.02464903;['harsh_JJ', 'harsh_NN'];Strong;Evaluative;-3.916272624;10.2816867;1890.262478;0.704434168;0.965043526;2.23;337.1;3.388888889;1.277777778;1.388888889;2.388888889;1;3.444444444;Visual;5.63;4.04;3.44
HARSH;harshness;74;454;4.304065093;['harshness_NN'];Strong;Evaluative;-2.617095122;14.20665966;185.7068872;0.783732318;0.847660501;2.19;;3.25;1.178571429;2.142857143;2.035714286;1;3.25;Auditory;;;
HAY;hay;692;6924;6.539585956;['hay_NN'];Source;Source;-3.322761782;10.98148479;1450.551238;0.744423286;0.958378672;4.87;659.4;0.722222222;0.555555556;2.777777778;0.444444444;2;3.777777778;Visual;2.43;4.75;5.41
HEADY;heady;545;1986;6.300785795;['heady_JJ', 'heady_NN'];Effect;Evaluative;-1.865537488;11.3260006;1695.810701;0.815424374;0.963275299;1.59;;0.5625;0.8125;0.1875;1.9375;0.5;1.5625;Interoceptive;3.52;5.28;5
HEAVENLY;heaven;198;36092;5.288267031;['heaven_NN', 'heaven_JJ'];Positive;Evaluative;-7.51003485;12.7867564;-159.2039507;0.377584331;0.093307943;1.81;445.7;0.714285714;0;0.178571429;1.071428571;0;0.964285714;Interoceptive;4.23;5.22;7.5
HEAVENLY;heavenly;244;4399;5.497168225;['heavenly_JJ', 'heavenly_NN'];Positive;Evaluative;-4.172222548;12.48537568;369.3272124;0.686887922;0.900571273;1.5;;1.777777778;1.611111111;1.611111111;1.777777778;1.5;2.555555556;Visual;4.95;6.75;7.89
HEAVY;heavy;2733;80747;7.913155186;['heavy_JJ', 'heavy_NN'];Strong;Evaluative;-4.884851295;8.999843277;2755.166591;0.634385201;0.974428727;3.37;384.9;0.4375;0.125;3.3125;1.6875;0.1875;2.125;Haptic;3.65;3.61;4.78
HEAVY;heaviness;54;616;3.988984047;['heaviness_NN'];Strong;;-3.511899039;14.66122552;101.8696386;0.733269859;0.788492927;2.89;;0.944444444;0.277777778;3.333333333;2.388888889;0.388888889;2.722222222;Haptic;;;
HERBAL;herb;731;13796;6.59441346;['herb_NN'];Category;Abstract;-4.238234818;10.90238543;1061.113383;0.682943417;0.948449402;4.57;639.4;0.470588235;4.235294118;2.529411765;0.411764706;3.705882353;4.176470588;Gustatory;3.26;5.05;6.72
HERBAL;herbaceous;416;353;6.03068526;['herbaceous_JJ'];Category;Abstract;0.236915345;11.7156733;1905.039862;0.891730141;0.965587595;;;;;;;;;;;;
HERBAL;herbacious;15;2;2.708050201;['herbacious_NN', 'herbacious_JJ'];Category;Abstract;2.906890596;16.50922243;83.30656683;0.94273667;0.760745375;;;;;;;;;;;;
HERBAL;herbal;3466;3405;8.15075647;['herbal_JJ', 'herbal_NN'];Category;Abstract;0.025616856;8.657057083;15279.87955;0.88656148;0.995511425;3.57;454.8;0.631578947;3.210526316;0.842105263;0.368421053;2.526315789;2.578947368;Gustatory;3.87;5.25;6.14
HERBAL;herby;49;102;3.891820298;['herby_NN'];Category;Abstract;-1.057715498;14.80140318;186.6672375;0.851741023;0.84820457;;;;;;;;;;;;
HESPERIDIC;hesperide;50;2;3.912023005;['hesperide_NN'];Abstract;Abstract;4.64385619;14.77225683;365.3841721;0.981773667;0.900299238;;;;;;;;;;;;
HESPERIDIC;hesperidic;207;1;5.332718793;['hesperidic_JJ', 'hesperidic_NN'];Abstract;Abstract;7.693486957;12.72262606;1993.83271;0.998775843;0.967627856;;;;;;;;;;;;
HONEYED;honey;1724;53854;7.452402451;['honey_NN'];Source;Source;-4.965221825;9.664568963;1642.57365;0.628944505;0.962867247;4.88;597;0.326078799;4.507004378;2.422013759;0.68699187;2.789681051;3.63902439;Gustatory;4.38;6.39;7.27
HONEYED;honeyed;352;177;5.863631176;['honeyed_JJ', 'honeyed_NN'];Source;Source;0.991826069;11.9566814;1798.594658;0.905739935;0.964499456;;;;;;;;;;;;
HONEYSUCKLE;honeysuckle;289;709;5.666426688;['honeysuckle_NN'];Source;Source;-1.294716135;12.24118734;1017.296886;0.842763874;0.946681175;4.48;;0.3;2.95;1.6;0.3;3.95;3.85;Olfactory;;;
HYACINTH;hyacinth;282;483;5.641907071;['hyacinth_NN', 'hyacinth_JJ'];Source;Source;-0.776328026;12.27656167;1079.451757;0.861126224;0.949537541;4.5;;;;;;;;;4.4;5.62;6
IDENTICAL;identical;531;15099;6.274762021;['identical_JJ', 'identical_NN'];Abstract;Abstract;-4.829597332;11.36354497;553.1608337;0.639281828;0.922470076;3.5;;1.789473684;1.052631579;1.526315789;0.842105263;0.947368421;4.157894737;Visual;4.4;5.35;5.3
INCENSE;incence;24;6;3.17805383;['incence_NN', 'incence_JJ'];Source;Source;2;15.83115052;150.2693085;0.926142546;0.826033732;;;;;;;;;;;;
INCENSE;incense;4605;2052;8.434897949;['incense_NN', 'incense_JJ'];Source;Source;1.166170425;8.247127581;23963.87334;0.909956474;0.997007617;4.04;;0.176470588;0.294117647;1.411764706;0.294117647;5;2.823529412;Olfactory;3.95;4.45;5.79
INCENSE;incense__#__stick;31;63;3.433987204;['incense__#__stick_COLL'];Source;Source;-1.023083613;15.46191671;73.16414603;0.853373232;0.747279652;;;;;;;;;;;;
INCENSE;incensed;24;140;3.17805383;['incensed_JJ'];Source;Source;-2.544320516;15.83115052;68.37235172;0.786996736;0.738574538;;;;;;;;;;;;
INCENSE;incensey;176;2;5.170483995;['incensey_JJ', 'incensey_NN'];Source;Source;6.459431619;12.9566814;1578.972361;0.995919478;0.96164309;;;;;;;;;;;;
INCENSE;incensy;58;1;4.060443011;['incensy_NN', 'incensy_JJ'];Source;Source;5.857980995;14.55813203;473.4092965;0.993743199;0.913764962;;;;;;;;;;;;
INDOLIC;indolic;331;2;5.802118375;['indolic_NN', 'indolic_JJ'];Abstract;Abstract;7.370687407;12.04542561;3126.24539;0.998095756;0.977149075;;;;;;;;;;;;
INEXPENSIVE;inexpensive;433;6541;6.070737728;['inexpensive_JJ'];Abstract;Abstract;-3.917072284;11.65788981;730.0112657;0.70429815;0.934711643;2.22;;0.625;0.8125;1.125;0.25;0.125;2.5;Visual;4.74;5.72;7.63
INOFFENSIVE;inoffensive;511;291;6.23636959;['inoffensive_JJ', 'inoffensive_NN'];Positive;Evaluative;0.812304138;11.41893354;2522.777442;0.902883569;0.972388466;2.21;;1.666666667;0.333333333;0.277777778;1.222222222;0.777777778;2.222222222;Visual;;;
INTENSE;intense;1380;27720;7.229838778;['intense_JJ', 'intense_NN'];Strong;Evaluative;-4.328187085;9.98566047;1925.435226;0.677230686;0.966131665;2.41;317.1;3.277777778;2.666666667;2.166666667;3.722222222;2.833333333;3.388888889;Interoceptive;6.6;5.57;5.65
INTENSE;intensity;238;18668;5.472270674;['intensity_NN'];Strong;Evaluative;-6.293461989;12.52129526;7.315762646;0.507752992;0.551822633;2.14;;2.2;0.65;0.9;2.15;0.55;2.5;Visual;7.05;5.34;5.19
