Lemma;Descriptor;OlfN;TotalN;logFreq;Tokens;Category;Domain;OAI;OSI;Termhood;OAIquantile;THquantile;Concreteness;Imageability;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;DominantModality;Arousal;Dominance;Valence
ACAI;acai;179;128;5.187385806;['acai_NN'];Source;Source;0.483815777;12.01432248;958.0047952;0.956569544;0.932655305;;;;;;;;;;;;
ACIDIC;acid;367;23108;5.905361848;['acid_JJ', 'acid_NN'];Composition;Abstract;-5.976468526;10.97850201;341.1029461;0.568993953;0.87575591;4.25;;0.823529412;0.941176471;1.176470588;1.823529412;1.705882353;2.705882353;Visual;4.77;4.26;3.26
ACIDIC;acidic;457;1802;6.124683391;['acidic_JJ', 'acidic_NN'];Composition;Abstract;-1.979332941;10.66208791;1700.655533;0.872457394;0.955744915;3.54;;0.222222222;3.444444444;1.555555556;1.388888889;2.5;1.944444444;Gustatory;;;
ACIDIC;acidity;155;1089;5.043425117;['acidity_NN'];Composition;Abstract;-2.812663833;12.22201386;478.5091711;0.826827927;0.898020891;3.4;;0.666666667;3.142857143;1.428571429;1.380952381;1.428571429;2.047619048;Gustatory;;;
ACIDIC;acidy;16;9;2.772588722;['acidy_NN', 'acidy_JJ'];Composition;Abstract;0.830074999;15.49813826;101.7443713;0.959593183;0.752061572;;;;;;;;;;;;
ALMOND;almond;1223;5711;7.109062136;['almond_NN', 'almond_JJ'];Source;Source;-2.223318981;9.241929573;4317.472661;0.856789445;0.985431556;4.71;;0.277777778;4.611111111;3.333333333;0.333333333;2.166666667;4;Gustatory;2.89;6.46;6.05
ALMOND;almonds;36;115;3.583518938;['almonds_NN'];Source;Source;-1.67556505;14.32821326;148.7961341;0.889224849;0.797416163;;;;;;;;;;;;
ALMOND;almondy;11;16;2.397895273;['almondy_JJ', 'almondy_NN'];Source;Source;-0.540568381;16.03870664;42.32166731;0.931006047;0.62424409;;;;;;;;;;;;
AMAZING;amazed;106;9016;4.663439094;['amazed_JJ', 'amazed_NN'];Positive;Evaluative;-6.410351346;12.77021781;65.91353254;0.526663002;0.688840022;1.52;;1.368421053;0.368421053;0.315789474;3.631578947;0.368421053;2.105263158;Interoceptive;5.95;6.11;7.55
AMAZING;amazing;1969;66855;7.585281079;['amazing_JJ', 'amazing_NN'];Positive;Evaluative;-5.085500445;8.554890866;3059.190347;0.653930731;0.97691039;1.55;278.1;3.277777778;2.277777778;2.388888889;3;2.111111111;3.555555556;Visual;6.05;6.83;7.72
ANISE;anise;167;658;5.117993812;['anise_JJ', 'anise_NN'];Source;Source;-1.978239481;12.11443397;611.4718186;0.873007147;0.913963716;;;;;;;;;;;;
APPLE;apple;1223;70442;7.109062136;['apple_NN'];Source;Source;-5.847939562;9.241929573;1249.837711;0.584387026;0.944474986;5;667.7;0.777777778;4.833333333;3.277777778;0.277777778;2.555555556;4.055555556;Gustatory;3.52;6.44;6.62
APPLE;apples;12;551;2.48490665;['apples_NN'];Source;Source;-5.520946008;15.91317576;17.50381877;0.615997801;0.529136888;;;;;;;;;;;;
ARTIFICIAL;artifical;142;64;4.955827058;['artifical_JJ', 'artifical_NN'];Composition;Abstract;1.14974712;12.34839114;822.3662864;0.965915338;0.926882903;;;;;;;;;;;;
ARTIFICIAL;artificial;2916;14597;7.977968093;['artificial_JJ', 'artificial_NN'];Composition;Abstract;-2.32360927;7.988363257;10115.24033;0.852116548;0.994502474;2.93;;1.722222222;1.277777778;2.055555556;1.111111111;0.944444444;3.388888889;Visual;4.17;4.55;3.86
ARTIFICIAL;artificial__#__sweetener;434;342;6.073044534;['artificial__#__sweetener_COLL'];Abstract;Abstract;0.343698718;10.73658703;1848.058026;0.953820781;0.957943925;;;;;;;;;;;;
ASPARTAME;aspartame;137;325;4.919980926;['aspartame_NN', 'aspartame_JJ'];Source;Source;-1.246263825;12.40010618;585.6426774;0.909290819;0.911764706;4.5;;0.142857143;4.714285714;0.5;0.571428571;0.428571429;1.285714286;Gustatory;;;
AUTHENTIC;authentic;582;11164;6.366470448;['authentic_JJ', 'authentic_NN'];Abstract;Abstract;-4.261691066;10.31326292;1231.410633;0.722649808;0.943650357;2.31;321.2;1.352941176;0.705882353;1.823529412;1.235294118;0.529411765;3.529411765;Visual;4.55;6.58;6.91
AUTHENTIC;authenticity;13;4509;2.564949357;['authenticity_NN'];Abstract;Abstract;-8.438152076;15.79769854;-11.57670589;0.331775701;0.382352941;1.74;;2.0625;1.5;1.8125;1;1.4375;3.625;Visual;4.42;6.23;6.81
AWESOME;awesome;1072;28887;6.977281342;['awesome_JJ', 'awesome_NN'];Positive;Evaluative;-4.752043573;9.432049071;1915.194738;0.683342496;0.960692688;1.83;271.9;2.555555556;1.166666667;0.833333333;2.333333333;0.944444444;2.833333333;Visual;6.05;7.11;7.86
AWESOME;awsome;25;126;3.218875825;['awsome_JJ', 'awsome_NN'];Positive;Evaluative;-2.333423734;14.85428207;93.41176085;0.851291919;0.741341396;;;;;;;;;;;;
AWFUL;aweful;32;64;3.465735903;['aweful_JJ'];Negative;Evaluative;-1;14.49813826;149.0544274;0.916987356;0.797965915;;;;;;;;;;;;
AWFUL;awful;1313;27017;7.180069874;['awful_JJ', 'awful_NN'];Negative;Evaluative;-4.362928664;9.139487061;2699.628232;0.714953271;0.971962617;1.92;309.5;2.444444444;1.833333333;1;2.277777778;1.944444444;2.722222222;Visual;4.86;3.06;2.28
BACON;bacon;824;12279;6.71417053;['bacon_NN'];Source;Source;-3.897404925;9.811637734;1962.266822;0.751786696;0.961792194;4.9;688.2;1.2;4.45;2.7;0.65;4.25;3.9;Gustatory;4.16;6.11;7.52
BAD;bad;4609;419863;8.435766193;['bad_JJ', 'bad_NN'];Negative;Evaluative;-6.50932108;7.327900209;2606.06054;0.516767455;0.970863112;1.68;263;2.65;1.3;1.1;2.5;1.45;2.7;Visual;4.86;3.56;3.24
BAKED;baked;237;4046;5.468060141;['baked_JJ', 'baked_NN'];Composition;Abstract;-4.093537356;11.60939501;535.2828154;0.737493128;0.907366685;4.19;;0.823529412;3.941176471;2.117647059;0.411764706;4.058823529;4;Olfactory;;;
BAKED;baking;80;5693;4.382026635;['baking_NN'];Composition;Abstract;-6.15304529;13.17621017;66.59506459;0.552776251;0.689939527;4.1;;1.1;2.6;1.4;0.45;3.8;3.35;Olfactory;;;
BALANCED;balance;514;48442;6.242223265;['balance_NN'];Abstract;Abstract;-6.55834626;10.49251371;271.9752749;0.5104453;0.857614074;2.89;;0.833333333;0.666666667;1.111111111;2.444444444;0.388888889;2.555555556;Visual;4.13;5.47;6.84
BALANCED;balanced;468;12841;6.148468296;['balanced_JJ'];Abstract;Abstract;-4.778105217;10.62777354;829.6302611;0.680593733;0.927432655;2.79;;0.444444444;0.555555556;1.277777778;2.5;0.111111111;2.333333333;Interoceptive;;;
BANANA;banana;825;11539;6.715383386;['banana_NN'];Source;Source;-3.805980272;9.809887953;2017.05005;0.76113249;0.96206707;5;435.9;0.157894737;4.473684211;2.210526316;0.157894737;2.473684211;3.894736842;Gustatory;3.21;6.05;6.71
BARBECUE;barbecue;188;6743;5.236441963;['barbecue_NN', 'barbecue_JJ'];Category;Abstract;-5.164586031;11.94354941;284.4837097;0.645409566;0.861737218;4.52;;1.5;4.55;1.85;0.65;4.3;3.7;Gustatory;5.55;5.59;7.1
BARBECUE;barbeque;137;556;4.919980926;['barbeque_NN'];Category;Abstract;-2.02090899;12.40010618;511.0075848;0.869708631;0.902418911;;;;;;;;;;;;
BARBECUE;bbq;704;1256;6.556778356;['bbq_NN', 'bbq_JJ'];Category;Abstract;-0.83518913;10.03870664;3175.723508;0.923034634;0.978284772;;;;;;;;;;;;
BEAN;bean;945;27606;6.851184927;['bean_NN'];Source;Source;-4.868523723;9.613967743;1612.265072;0.673172073;0.952996152;5;662.9;0.222222222;3.777777778;1.888888889;0.166666667;1.277777778;3.111111111;Gustatory;2.95;5.6;6
BEAN;beans;44;802;3.784189634;['beans_NN'];Source;Source;-4.188026808;14.03870664;100.0123699;0.728971963;0.749312809;;;;;;;;;;;;
BEAN;beany;32;46;3.465735903;['beany_NN'];Source;Source;-0.523561956;14.49813826;160.2826448;0.931830676;0.804562947;;;;;;;;;;;;
BEEF;beef;813;17120;6.70073111;['beef_NN'];Source;Source;-4.396283539;9.83102672;1654.310951;0.713029137;0.954095657;4.74;653.1;0.444444444;4.666666667;1.777777778;0.666666667;3.666666667;4.222222222;Gustatory;4.37;6.32;6.11
BEEF;beefy;45;925;3.80666249;['beefy_NN', 'beefy_JJ'];Source;Source;-4.361456459;14.00628517;96.53657499;0.715503024;0.746838922;3.19;;0.631578947;2.473684211;2.473684211;1.157894737;1.736842105;2.947368421;Visual;;;
BERGAMOT;bergamont;23;2;3.135494216;['bergamont_NN', 'bergamont_JJ'];Source;Source;3.523561956;14.97457631;157.9084072;0.9895547;0.803463441;;;;;;;;;;;;
BERGAMOT;bergamot;314;127;5.749392986;['bergamot_NN', 'bergamot_JJ'];Source;Source;1.305936062;11.20351751;1866.47973;0.969213854;0.958218802;;;;;;;;;;;;
BERRY;berry;1248;13371;7.129297549;['berry_NN', 'berry_JJ'];Category;Abstract;-3.421417527;9.212736043;3381.94377;0.784496976;0.979109401;4.93;634.3;0.111111111;4;2.555555556;0.277777778;2.055555556;3.555555556;Gustatory;;;
BERRY;berries;13;106;2.564949357;['berries_NN'];Category;Abstract;-3.027480736;15.79769854;44.67916787;0.814458494;0.631390874;;;;;;;;;;;;
BEVERAGE;beverage;374;6693;5.924255797;['beverage_NN'];Category;Abstract;-4.161542839;10.9512438;815.6245983;0.731170973;0.92633315;4.6;641.2;0.7;4.2;2.4;1.35;2.9;3.95;Gustatory;3.38;6.58;7.17
BITTER;bitter;5378;16940;8.590071837;['bitter_JJ', 'bitter_NN'];Abstract;Abstract;-1.655292214;7.105284222;21126.28115;0.89059923;0.997526113;2.93;308.8;1.0625;4.25;0.1875;2.1875;1.5625;1;Gustatory;4.64;4.58;3.63
BITTER;bitterness;791;3692;6.673297968;['bitterness_NN'];Abstract;Abstract;-2.222652953;9.870604377;2790.279012;0.857064321;0.973611875;2.36;;0.6;3.8;0;1.8;1.45;0.85;Gustatory;5.1;4.62;3.15
BLACKBERRY;blackberry;249;5380;5.517452896;['blackberry_NN', 'blackberry_JJ'];Source;Source;-4.433388525;11.53813633;503.0316531;0.709455745;0.90104453;4.97;;0;4.25;1.8125;0;1.6875;3.5625;Gustatory;3.24;5.45;6.63
BLAND;bland;1207;3886;7.095893221;['bland_NN', 'bland_JJ'];Weak;Evaluative;-1.686860225;9.260928301;4708.969516;0.888675096;0.98735569;2.38;265.6;0.388888889;4.166666667;0.166666667;0.777777778;1.388888889;1.166666667;Gustatory;2.43;5.77;3.88
BLENDED;blend;1147;7308;7.044905117;['blend_NN', 'blend_JJ'];Abstract/Grape;Abstract;-2.671611243;9.334488586;3692.946891;0.834524464;0.981583288;3.7;382.4;1.526315789;0.947368421;1.842105263;0.052631579;0.421052632;3.789473684;Visual;3.48;5.36;5.63
BLENDED;blended;13;789;2.564949357;['blended_JJ'];Abstract/Grape;Abstract;-5.923441772;15.79769854;14.56925947;0.575590984;0.515667949;3.33;;1.315789474;0.947368421;0.736842105;0.210526316;0.315789474;2.947368421;Visual;;;
BLUEBERRY;blueberry;1040;3714;6.946975992;['blueberry_NN', 'blueberry_JJ'];Source;Source;-1.836390287;9.475770449;3963.98909;0.881253436;0.984057174;4.96;678.1;0.052631579;4.421052632;2.894736842;0.157894737;3.421052632;4.105263158;Gustatory;3.23;5.7;7.11
BODIED;bodied;652;2277;6.480044562;['bodied_JJ'];Abstract;Abstract;-1.804190422;10.14941011;2502.551551;0.882902694;0.970038483;2.52;;0.375;0.5;1.4375;0.75;0.1875;2.1875;Visual;;;
